,id,sentiment,tweet,label_a
43,3124,NEG,I check my email at least 50 times a day hoping to see one from my photographer with our wedding pictures and video 😭😭😭,1
44,930,NEG,People are so pathetic,1
45,1956,NOT,PSA TO PEOPLE OF GAMECOCK VILLAGE: if u like to play basketball past 10pm....... don’t !!!!!!!!!!!!! 🙅🏽‍♀️,0
46,1782,NEG,"@kiyera13 Can't trust a galaxy, can't trust an iPhone... its bad out here",1
47,1987,NOT,Steven Stamkos is on pace for 43 goals and 151 points. Nikita Kucherov on pace for 73 goals and 142 points. Lightning hockey. No biggie.,0
48,109,NEG,hate them ones who don’t even know you properly who pop up and want to know everything about you and your life like focus on ur own u beg,1
49,2298,NOT,@RealShaneGray @NFL Did you say something Shane?,0
50,2518,NOT,@EricTrillman_ opposite to the NFL,0
51,471,NOT,Good luck to the Pioneer football team tonight 😤💯,0
52,3516,NOT,@BRlDG3 This is my spot bruh. 😭 steak and cheese with shrimp and some old bay or garlic parm fries. I’m in heaven. Lol,0
53,2188,NEG,this was my last hs football game 😔 the season really over,1
54,2656,NOT,I have purchased Madden NFL 18 waiting for it to download and hoping to go live soon because of my technical difficulties,0
55,292,NEG,I already miss High School Football,1
56,564,NEG,I thought my Apple Watch melted into my skin. I hate myself.,1
57,3160,NEG,@Blackrosee_29 For reals my internet acts stupid af when i leave the xbox in power saving or on.,1
58,2690,NOT,Cavs bench on road trip shot 42% from 3 pt line,0
59,682,NEG,Lakers fucked up <br/>over all with the trade and draft,1
60,1776,NEG,@MaxwellOToole @NFL @cj_wentz Didnt I tell you to fuck off you left wing commie assmunch? Enjoy block.,1
61,2565,NOT,@__iamqueenk Burn my A7 and you better be A-OK with prison,0
62,1681,NEG,@DrydensDen . Steam &amp; scheme!!! Most erotic #NFL game ever!!!  #JonGruden 🔥😍 #tuckrule ❄🏈,1
63,4138,NEG,I hope I don’t gain anymore weight my back cannot handle my boobs getting any heavier,1
64,1160,NEG,And I just wanna know if I’m the only one still experiencing the Apple glitch bc it feels like it,1
65,2700,NEG,Its so frustrating that no one on the Lakers can hit a 3.,1
66,171,NEG,"@nicolaschevobbe @firefox @potch LOL and ""help"" is useless. I gave up. Maybe it just doesn't like HP",1
67,1809,NEG,uck im so anxious about everything what am i doing,1
68,3704,NOT,I love crayon pop,0
69,4054,NEG,@PlayStation seems like they wanna ignore all my messages to them about crappy customer service 💁🏼,1
70,3714,NOT,Foul on BR.  Free kick dribbler.  Goalie collects,0
71,1647,NEG,"In 7 days I’ve lost £400, like serious. I NEED to stop buying food and alcohol.",1
72,2879,NOT,Me and @MaalyRaw gotta cook some bangers soon.,0
73,622,NOT,A big thank you to @SHHS_SRC for hosting this @shsaasport 4A Girls Provincial Volleyball Championship!,0
74,2254,NEG,@theyeezymafia Don't let that bitch leave!! I'm still in the fucking cafeteria!,1
75,837,NOT,*plays fast and loose with cooking instructions*,0
76,2078,NEG,@packfan122787 @NFL That moment when you realize you trolled someone for your vs you’re and you fucked it up too #Idiot 🤦‍♂️,1
77,4475,NOT,If you got a fat butt .. good morning Queen,0
78,3067,NEG,😫 Why Can’t I Just Go Outside Like This 🤦🏽‍♀️ Eve &amp; That Damn Apple 🍎 🙄,1
79,201,NOT,The North London Derby tomorrow Arsenal v Spurs . SS1 at 11:30 am.. join us...,0
80,3806,NOT,i think im gonna switch to spotify after im done with apple music free trial 😶,0
81,2515,NOT,@BTS_twt IVE LOVED YOU SINCE THE DAY I CLICKED ON MY FIRST BTS VIDEO,0
82,3416,NEG,All this drama for a movie but all this doesn't happen when women are not treated well. <br/><br/>#IStandWithPadmavati,1
83,1448,NEG,fuckin forgot that the new iPhone doesn’t have a headphone jack and now I have to converse with my family #fuuuuuuuuu,1
84,2923,NOT,@ichinosehajimes dw i only know it because of wii sports,0
85,1615,NOT,#NYRvsCBJ Let's go Rangers! #NYR,0
86,3428,NEG,@NHL I wish this applied to me 😭,1
87,3684,NEG,my eyes sting so bad every time i play video games ugh,1
88,1561,NOT,I want drunken noodles today.,0
89,426,NOT,@PixiesPocket Wait... what?!?! People are putting EO's into their FOOD?!?!,0
90,385,NEG,All the heartbreak I hold.,1
91,2749,NOT,"Research has shown that you can enhance the function of your liver by adding garlic, onions, lemon, rosemary and green tea to your diet.",0
92,380,NOT,I want it to be cold again so I can go ice skating for once.,0
93,4126,NOT,I looked at turntables instead of finishing season 4 of the office tonight,0
94,2840,NOT,@youngergrande ugh if she released this with the right promo and video it would have gone #1 or at least top 3,0
95,128,NEG,U was supposed to be mah fucken cinnamon apple,1
96,255,NOT,Pacers wearing those Cavs throwback unis?,0
97,2626,NEG,@instagram your app for Android phones sucks. Always crashing #annoyed,1
98,677,NEG,I’m a female but i don’t understand how these bitches work 🤨,1
99,3438,NEG,@realDonaldTrump What Ball said is wrong. What you just wrote is beneath the dignity of the office you hold. Your petulance is exhausting.,1
100,1428,NEG,"i don't know if this counts as pixel art or not, i'm really just sorta drawing on the screen lol",1
101,4413,NEG,mint ice cream should be banned 🤕,1
102,2872,NEG,The streetracing scene from episode 6 has me soo angry like jaishskajkdjwndn Archie can’t just do that 👎🏼😭😭,1
103,4294,NEG,Why does Apple needa fuck up the “I” to “I️” 😒😒😒,1
104,4311,NOT,Until Lowndes high tell the truth about KJ I honestly think they’ll never win a state championship #RIP,0
105,860,NEG,Just Another Girl on the IRT is the best worst movie I've ever seen,1
106,2964,NOT,"When the devil starts messing, #God starts blessing.",0
107,3042,NOT,Nah but my PlayStation is actually in the bin though,0
108,439,NEG,Apple maps so damn unreliable. You can put in yo house and fuck round and end up in the desert,1
109,2318,NOT,Kentucky Basketball in November.... 🤮🤢🤮🤢,0
110,3041,NEG,I have been watching this Kate Winslet movie and I am disturbed. Basically she's been diddling a teenage boy and also was part of the SS,1
111,2050,NOT,tinder but...to meet other than just food tomorrow. at,0
112,1352,NOT,Seriously #deplorables don't U have something better 2 do then 2 bash the #NFL? #GetALife #Peace #Liberty #Freedom #TVOT #TLOT #LiveFree,0
113,2111,NOT,@RUVILLA IP gets blocked for pressing pay with PayPal once on mobile device? But bots cook?🤔,0
114,1958,NOT,"Pussy needs to be gliding on my beard right now, instead of me playing xbox.",0
115,927,NEG,Working on sketchbooks for art school apps is... stress,1
116,3557,NOT,"goodbye spotify premium, hello apple music!!!",0
117,3128,NOT,OMG just caught up on the gymnastics drama,0
118,4491,NEG,I️ stuffed all my snacks in my windbreaker pocket.. this movie theater got me fucked up they lucky I️ couldn’t fit my Popeyes in this bih,1
119,2174,NOT,@Shunnshunn3 @cavs Try channel 505,0
120,3568,NEG,I regret paying for Apple Music every time I search a song and I see “No Results”,1
121,2122,NOT,@LoHudHockey @lohud @HarveyPuck Harvey Hockey twitter is @CavaliersPuck,0
122,769,NOT,"A wristwatch, gymnastics, a loft, and a caterpillar.",0
123,2642,NOT,who wants to go ice skating with me????,0
124,631,NEG,Keina your death isn't over yet because rewatching the op video made me realize there are still some seiuuus unannounced,1
125,2968,NEG,y'all would've had this man jobless before he could go on lunch and had corporate tweeting a formal apology by COB,1
126,3940,NOT,Where my Xbox free agents with comp experience at?  @2KCrewFinder @WalkOnWarriors #2kfreeagent,0
127,2020,NOT,@Natenicebeats Lmao “grown man machine”... okay okay i’ll be going with Playstation then for sure 😎,0
128,1934,NOT,This nigga devin booker Finna get jumped running up on the lakers bench like that lmao,0
129,3709,NEG,@rahjiaaa I can cook that at home and I bet it still be better than this lol the sauce on top is just disrespectful 😂,1
130,2418,NEG,Guess I'm eating Zebra cakes for breakfast 😞,1
131,2223,NEG,i hate never having anyone to talk too nights like this,1
132,4137,NOT,Who do you think will be the top pick in the 2018 NFL Draft? #nucdraftguru,0
133,4150,NOT,What movie can I watch on Netflix???,0
134,3696,NEG,@azolcinski I️ feel that. Nah my son was sick asf. Everybody got iPhone issues man 🤦🏽‍♂️,1
135,1902,NEG,@WillramWallace @mdcontrera @michaeloneill71 @NFL You play dumb a lot.. very poorly .,1
136,4329,NOT,s/o to griffin and andromeda for the entirety of the sacrosanct album,0
137,2719,NOT,"@Wittman7 That play was ran 187 times during season and playoffs in NFL, 0 picks until the 187th play.",0
138,2409,NEG,does anyone miss playing the incredibles game on playstation 2? 😢,1
139,2647,NOT,"@TypicalKneeGro We can I’m not playing right now, my homie on my Xbox",0
140,387,NEG,"You shouldn't be losing a game in which you scored 110+ points. That's not good, to put it in a nice way #Lakers",1
141,175,NEG,Again did not watch the ENTIRE video. She started kissing the dog I got disgusted and shut the clip off.,1
142,1779,NEG,I hate having an iPhone 7 and wanting to listen to music but you also need to charge your phone uGh,1
143,3272,NOT,they just played Painkiller at the DU hockey game what @DREAMERSjoinus,0
144,2464,NEG,I literally never eat fast food.... I've had McDonald's like 3 times in a month.... never again.,1
145,2433,NOT,"i named you after the bravest man i knew, sasuke not naruto",0
146,4417,NOT,@SixDos Yes! What’s the addy? Fat kids will come for food.,0
147,517,NOT,Laker Hockey vs Alabama Huntsville showing in the Peacock Cove starting at 8:07 pm TONIGHT!,0
148,2044,NEG,Wonder Woman is a horrible film.,1
149,3660,NOT,@jeisenbergs whoa,0
150,1327,NEG,Just wasted my time cooking . Smh,1
151,3488,NEG,The Birth of a nation Nat Turners Rebellion deserved a damn award. I get so angry every time I think about that movie 🙄,1
152,4541,NEG,All these niggas' be cheating.😒,1
153,481,NEG,The saddest part so far of not being with my husband is that I don’t have a live-in food delivery system any more. #pleasesirmoregruel,1
154,2495,NOT,"@martin24hours @Newsweek Hahaha, this is perfect. This is DEFINITELY @realDonaldTrump, lol",0
155,257,NOT,On hand at Chilhowie as the Warriors are set to take on Hurley in the second round of the Region 1D football playoffs #hcfh,0
156,366,NOT,who else gay out here ?????,0
157,623,NOT,Y’all wanna know how daring I am? My iPhone doesn’t have a screen protector. 🧙🏽‍♂️,0
158,2260,NEG,@PaulGarciaNBA Pau doesn't get the love from Spurs fans that he deserves.,1
159,3196,NEG,Suarez you fat fuck get some confidence now,1
160,3083,NOT,theyre actually really great &amp; funny characters but thats just my personal onion,0
161,2773,NEG,"I miss the Xbox 360 days, those were the good ole days fr 😞",1
162,2912,NOT,Bro I’m just up casually eatin a pb&amp;j amd what not lol,0
163,1436,NOT,@OfNaiveness <br/>*Mike wakes up next morning to her sister making her weekend breakfast*<br/>“Morning”.,0
164,1653,NOT,Kyle Kuzma is so special. Wow! #Lakers,0
165,635,NOT,"@Sustainable2050 @KenCaldeira @Google Perhaps they noticed. Screen shot next time, Ken.",0
166,906,NOT,@0ne7akeN8 @glue_velvet Nope lmao. I need to google everyone’s name from here on,0
167,843,NOT,@GappistanRadio Beautiful movie. Super funny and great acting by all,0
168,1810,NEG,"That Peter, Bjorn, and John Google commercial makes me want to stab someone.",1
169,1214,NOT,Who call him Akhilesh Yadav and not Microsoft.,0
170,4538,NOT,@bigdaddykam5 @2KCrewFinder @WalkOnWarriors If you on Xbox HMU,0
171,1422,NOT,@earlymodernjohn @HelenCFinch @simonhallwriter Well I have parmesan (obviously) if you want to pop by but it wd be easier if you were in CA!,0
172,1387,NOT,@_mhdaqaaf @6Izzul6luzzi6 ok la izzul shall we remake our video to hd,0
173,4326,NOT,@Nashgrier I loved the new video,0
174,342,NEG,Yo wtf people are getting there iPhone 10 and I still haven’t gotten mine 😒,1
175,1794,NOT,"@CaseyNeistat I’m about to eat lunch in Chelsea market. Care to join? If not, suggestions for lunch?",0
176,2520,NEG,"When will me too start receiving ""Breakfast in bed""😢",1
177,145,NOT,@BestBuy Any deals on the new iPhone,0
178,1243,NOT,Need some fried chicken and Pepsi 🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗,0
179,1844,NOT,Ice cream + Riverdale = ❣️,0
180,3371,NEG,I literally don’t know what android tells you people to make you think your pictures don’t look like grainy pieces of shit but... I got news,1
181,4381,NEG,Ok so The Circle was the dumbest movie I have ever seen.  So much potential and it went nowhere,1
182,2281,NOT,This is big day for BTS and K-Pop! I’m so proud! #BTSxAMAs #AMAs,0
183,649,NEG,i drink every time i see guy fieri put his nasty ass fingers in a bowl of spices or on unfinished food dishes,1
184,3385,NOT,@BringHockeyBack are you guys going to stock more sizes in the tacos and hockey shirt??,0
185,411,NEG,Stop calling everyone your friend.  Ugh.,1
186,2160,NOT,"Keith Urban Country Male, Song, &amp; Album!!!!!!!!!!!!!!!!!!!!! #AMAs",0
187,4388,NOT,@noahboy88 @kingcobratate @ElVandidoSnek tf is he doing with an iPhone 2,0
188,3227,NOT,@stevelarrington I would watch the movie if the stars were Niall  oops I mean Neil ans shawn were in it,0
189,284,NEG,I don’t like the Playstation App redesign. Miss the old one already.,1
190,684,NEG,I don’t beef. I won’t argue. I simply will ignore your existence,1
191,3514,NOT,Need to buy more cereal #nomsaiyan,0
192,2913,NOT,@ryotk70C27 @sasakimasamune_ Google play <br/>#佐々木正宗,0
193,35,NEG,the most fucked up part of growing up is people expecting you not to cry because you have to be strong all the time,1
194,2449,NOT,chris: the icecream messed my stomach up feel it <br/>me: what am I supposed to feel <br/>chris: my stomach <br/>.....what stomach 😂🤣,0
195,4374,NOT,"Lowkey wanna sell my iPhone 6s + , its just a tiny bit cracked lmaooo",0
196,1986,NEG,@thatSeanBarry You turned me down for Wonder Woman! Tradition broken BY YOU!,1
197,1233,NOT,@The_Zodi_Lady @shaun_jen that shouty guy who doesn't like women and gets banned from fast food establishments as a hobby,0
198,12,NEG,I’m scared to watch this last episode #StrangerThings #chapter9 #fuckk,1
199,936,NEG,which iphone do i get?? pls help i’m the worst decision maker is2g,1
200,632,NEG,@BortlesFacts @Uber @Jaboowins Two worst uniforms in NFL history in one shot.,1
201,470,NEG,@perinonr And they both suck too! Drove me away from hockey for tonight,1
202,4246,NEG,D.C. Took a fat ass L for Justice League,1
203,1264,NOT,NEED XBOX GRINDERS ‼️ DM IF U WANT A JOB,0
204,3654,NOT,how do I make 6x8 pixel sprite look evil,0
205,1590,NEG,Is it me.. or have the iPhone 7plus been acting fucked up since the 8 and the X dropped.. 🤔,1
206,683,NEG,"Yes, I know it should be ""its"" ... iPhone autocorrect + my eyes = ruined editing credibility",1
207,415,NOT,I really should’ve gone out and get a heavy breakfast today,0
208,2124,NOT,3rd Round TSSAA State Playoffs <br/>10:08 left in the 1st quarter <br/>Cookeville Cavaliers 0<br/>Oakland Patriots 7,0
209,4317,NOT,i stan k pop now laid ease,0
210,3475,NEG,It’s never a good idea to watch food videos at night,1
211,3886,NEG,"hi i'm here to complain and say that the new iphone update keeps freezing my phone. it's honestly so annoying. ok, bye",1
212,867,NEG,@GOP Dumbest shit I've seen,1
213,3848,NOT,Morata assist so sweet,0
214,2451,NEG,@JacareMavericks true supes and bats really were the worst characters in the movie smh,1
215,2233,NEG,Fucken lakers lost .🙄,1
216,1771,NOT,@EliasSports #Cavs won today without leading for a minute in regulation. How many other games has that occurred?,0
217,2579,NOT,Thanks iPhone X Giveaway for the follow! I really appreciate it.,0
218,2251,NOT,My fat self would make tacos at like 2 I’m the morning,0
219,2632,NEG,Ugh I miss skating so much,1
220,361,NEG,@SavaSeniorCare trying to cover up the video. Shame shame on you. More like SAVAGE SENIOR CARE #savaseniorcare #savage,1
221,312,NEG,If I catch another motherfucker talking shit about XBOX im fucking beating they ass Im not fucking playing nomore!,1
222,1575,NOT,Thrashed potato ?,0
223,1407,NOT,"Southern Nash wins the toss, defers option until the second half. Eastern Alamance opens with the football.",0
224,1562,NEG,@thehill Neal McCoy is lucky the NFL doesn't take a knee to his ass. That little shit wouldn't last 3 seconds against an NFL player.,1
225,853,NOT,"@jf_vachon76 ottawa are the voltigeurs of the NHL, does that count 😂",0
226,1254,NOT,The MHSA apologizes that we were not able to video stream the 2017 Class AA State Championship Football game tonight.,0
227,2135,NEG,I need 2 get some sleep. I'm losing my fucking mind. I'm not in a productive or healthy head space.,1
228,651,NEG,@peterkay_co_uk So wtf didnt Peter advertise they were on amazon tickets too late now!! What a complete fuck up,1
229,585,NEG,If Lonzo could play with any real effort the Lakers would be really good but he’s weak!,1
230,1134,NEG,"i need a friend who will listen to shitty turkish pop w me :( we dont talk we just sit in a room, blast tarkan, and scroll our phones",1
231,1606,NOT,@DatMischiefApe @Battlefield @PlayStation This is not CoD. Git Gud.,0
232,4518,NEG,Making X-Wing pilots genderfluid flopped at the box office! I'm crying  #gamergate,1
233,1291,NOT,I hope @DUALIPA knows that no matter what y’all are saying I still love her and know that the interview was taken out of context :),0
234,2379,NEG,iphone just isn’t the same without the home button sorry,1
235,998,NEG,Being on a diet just means I wake up every morning with the fear my boobs got smaller.,1
236,405,NEG,The media is whack! S,1
237,4000,NEG,Wow my momma really hoed me on our breakfast date 🤨,1
238,1737,NEG,An expensive fucking fat prick,1
239,1414,NEG,"I don't hate you because you're fat, I hate you because you're a FUCKING BITCH",1
240,4499,NOT,#Embrace movie An #important #mustwatch for all. #GetWoke on body image: on .@netflix .@EmbraceMovie,0
241,3058,NOT,"@elonmusk @Google @DisneyPixar ""...Toughest thugs in the galaxy...""<br/><br/>(Moon Patrol)",0
242,2864,NOT,Cavs game it’s lit 🔥,0
243,4209,NOT,Nintendo switch or Wii U,0
244,963,NEG,This is fucking terrible basketball,1
245,2794,NEG,"I had the meanest headache of life yesterday, fell asleep at 5 and just now waking up.. what is life 😭",1
246,3810,NEG,obnoxious and cringe-worthy musical.ly video thread ⛽️🅰🆖☝️,1
247,2252,NEG,Every time I watch a Snapchat story from an android phone I get AIDS,1
248,3089,NEG,"That being said, you're also a dumbass if you pop xans; let's be clear on that",1
249,4415,NEG,@lenadunham Lena is a fat creep. SAD!,1
250,3348,NEG,@Propmeister Lakers just costed me a parlay. They will never be favored by 7 again. Horrible,1
251,73,NEG,That looked fucking awful in person @Lakers trash,1
252,340,NEG,"J. Cole is boring as fuck dude puts me to sleep<br/>Chance's last album wasn't a rap album it was a gospel, trash<br/>Khalid's album was a let down",1
253,3607,NEG,@achowell2014 But... the Wii sucks..,1
254,751,NEG,I guess I should get up and cook since I'm not doing shit 😞,1
255,4399,NOT,Fight fight fight! #Lakers,0
256,369,NOT,"@caitsmith Lol yes, are you an On Cinema fan???",0
257,2779,NOT,three green olives and a cup of coffee for breakfast,0
258,2504,NEG,every night i’ve been telling myself this is the last night i eat horrible. depression makes me want nothing but carbs,1
259,884,NEG,Every time I eat ice cream I’m reminded why I don’t like it,1
260,3071,NEG,The iPhone X is ugly. I’m just fine with the iPhone 8,1
261,3001,NEG,@lukeoneil47 @mishkafrances I’ve already consumed like 2 gallons of Diet Coke so it’s shit post O clock bitch,1
262,3130,NOT,RULES OF SURVIVAL! Video going out tommorow!,0
263,1736,NOT,@BIgBoyJoshua19 *sits on your bed and grabs a Xbox One controller he saw on the dresser and looks at it*,0
264,657,NEG,"@98_nickss Huh, why JKR?? wtf is wrong with google? 😂😂",1
265,2067,NOT,@Prettz_Zell @XSEEDGames you're just missing a wii u to fill out that fossil collection.,0
266,2615,NOT,"I need some new GT ideas that have ""clutch"" in them I'm on Xbox so no _ or - drop them below",0
267,1781,NEG,We went from “gabby don’t need edges she has medals” to “fuck them olympics she dusty and cancelled” real quick lol,1
268,4523,NOT,#NowPlaying I.Z. - KRISS KROSS on @SouthernXRadio - Download and rate the FREE app for apple and android!,0
269,2944,NOT,@chrissyteigen The “Festival” is more or less the most joy I’ve ever experienced in a video game.,0
270,4204,NEG,Lmao New Mexico looks like Palo Verde football all of a sudden passing in desperation.,1
271,3881,NEG,@_hoemo Whitney is rolling in her grave. I haven't watched the full video but this some off key disrespectful extra ass bs,1
272,4408,NEG,Fuck you apple. Why wont you let me load icloud photos,1
273,4365,NOT,You know how all those pop stars each have an army of fans... what do us @TraceeEllisRoss obsessed fans call ourselves??!!,0
274,112,NEG,"It was sad that fandral got killed so quickly in the movie, cuz I liked fandral and Loki this ship",1
275,3162,NOT,@elliegoulding for an album release?,0
276,3393,NEG,It’s tradition that my roommates and I watch a “black film” today is The Cookout and I’m actually crying this movie was ridiculous.,1
277,3489,NOT,It’s great to see St Louis U basketball on ESPN!# Billikens,0
278,3017,NEG,#deniseyoungsmith didnt want to push Apple's anti-white agenda and was fired for it. Shame on you @Apple,1
279,2669,NEG,Every Christmas movie on W has the exact same TERRIBLE plot but here I am watching them anyway,1
280,4174,NEG,like literally crying i always think about that part of the movie and burst out into tears,1
281,1212,NOT,"dude a baller RT @taniaganguli: Per Lakers, this is Kyle Kuzma's sixth 20-point game, more than any other rookie.",0
282,1535,NOT,"Who wants to go to dinner with Jason, Porter &amp; I?",0
283,3006,NOT,You ever just wake up N think about the greatness that is the Zaxbys  kickn chicken sandwich™,0
284,2503,NEG,@iMaryMilk blizzard and ea suck balls,1
285,4079,NOT,Selenas announcing the album at the end of her performance and giving us the pre-order date.. bookmark this tweet,0
286,6,NEG,🤦🏽‍♀️🤦🏽‍♀️ the sheriff should have told someone what was up before he took off. Now I am pissed. #StrangerThings,1
287,3033,NOT,@NAMEisCHASE would be dope if the NFL stood up for it,0
288,3526,NEG,#apple is sending me notifications while I’m driving that it won’t send me notifications while I’m driving #fail #iphone,1
289,3387,NOT,So excited for next weekend! My first football game and my first time being up north. Can’t wait 🙌🏼🍻🏈,0
290,367,NEG,Who’s bright idea was it to make the hard reset on the iPhone 7 different from every other iPhone???,1
291,3016,NOT,Cup of noodles &gt; ramen,0
292,1183,NOT,Her hands are so small and precious and her skin is SO soft she looks like an adorable little potato,0
293,831,NEG,I'm drinking some kind of winter edition tea which tastes like apple and cinnamon instead of my daily green tea and i regret it so much,1
294,1632,NEG,"i feel myself changing. i dont laugh the same anymore, i dont smile the same, or talk the same. i'm just so tired of everything, mentally.",1
295,2440,NOT,"@EAStarWars @EA Load of BS, ur bringing #lootboxgambling back later.",0
296,2907,NEG,I miss my boo thaaannggg!!! 😔 if I wasn't sick we would both be working out and throwing a football!,1
297,2326,NEG,@anamariecox I thought you just cook a turkey. I didn't realize I needed that dumb piece of shit on my table.,1
298,3741,NEG,Unblock me foo😭,1
299,2229,NOT,"My aunt said she dropping off jerk chicken, plantains, and festival bread in the morning",0
300,2465,NOT,@BR_NBA I need much more defense being played to watch the NBA regular season over college basketball.,0
301,957,NEG,So my sister is getting a new iPhone and I’m getting NOTHINGGGG,1
302,2273,NEG,"@jordansbeck 😶 that's rough. I've been tempted by the wireless options, but Bluetooth on my Pixel has been painful.",1
303,613,NEG,"Apple deceives you by telling you the Touch ID is inaccessible by the government. If your print is stored on the device, they have access.",1
304,4118,NOT,Rangers improve to 10-6 on District 6 title games,0
305,2641,NEG,Im ready to quit amazon 🤦🏾‍♀️,1
306,816,NOT,@thehill How did Bill get things done in the oral office and cigars?,0
307,4201,NOT,Driver bought an album of ilocano songs and played it in the car. Total travel time is at least 2 hrs. Anyametten!,0
308,907,NEG,"Fucking cause @playstation wont' support cross play, my stats got reset cause I had to unlink my account. @epicgames that sucks",1
309,36,NEG,Funny how my $963.43 iPhone be acting like straight trash @Apple,1
310,1658,NOT,@KrishnaBharadw4 @SirBullyMammoth Food and books are not comparable. That's apples and oranges.,0
311,3278,NOT,NFL office may have knocked cowboys out of the playoffs before the season started.,0
312,3667,NEG,@realDonaldTrump You'll die of a heart attack soon. Fat boy.,1
313,2804,NOT,That moment your in the car &amp; your all cramped together &amp; u turn &amp; then your like r u meaning to shove me into the window or r u  that fat.,0
314,3783,NEG,I’m sad there is no cougar football tomorrow 😬,1
315,3923,NEG,Not excited. Lakers are gonna fuck up again.,1
316,617,NOT,Wish i was at home taking a candle lit bath while playing classical Christmas music,0
317,3832,NEG,the only thing that happened is hockey was played. no goals. sad face.,1
318,1054,NOT,yum root beer float~,0
319,3901,NOT,i've watched that video of the girl crying over her emergency vehicle ticket/downward spiral so many times over the past two days,0
320,2710,NEG,i’m kinda pissed that i don’t have a boyfriend but i’m also pissed that half the guys at my school are not shawn mendes,1
321,2733,NOT,I feel as though I have been initiated into some universal covenant of transparent reality and cosmic understanding,0
322,1193,NEG,#Cavs on a 14-8 run after an awful start from the field.,1
323,1021,NEG,you wouldn’t know or understand because you never felt it or had it happen to you physically so until then hush your mouth thinking you know,1
324,2686,NOT,Wii Fit Trainer &amp; Rosalina go to The Fountain of Dreams for an aggressive handjob.,0
