id	sentiment	tweet
4532	POS	@moonlighthunt21 Ashita Iiro World End, YumeTama and HikiTabi 3 wwww<br/><br/>If phone then maybe samsung www
468	NEG	@raaahulpandey @gabbar_je @amazonIN @AmazonHelp They are not Amazon,they are #AbeJan @amazonIN <br/>#AmazonSucks
962	POS	#NowPlaying One Man by The Flint Cavaliers
1719	POS	So excited for girls day today w/ @kayleerichard99 <br/>Nails, lunch &amp; shopping 💕🛍💅🏽
5062	POS	@NWmwaypolice Aldous Harding. Saw her at Green Man in the summer. Worth a Google (in my opinion) ☺️☺️
729	NEG	The saddest part so far of not being with my husband is that I don’t have a live-in food delivery system any more. #pleasesirmoregruel
6051	NEG	This new video player pornhub got for mobile... has got to go my nigga
4556	POS	When you get told that you gained weight....
1866	NEG	I was gonna tweet about this ridiculous tractor race scene in Footloose &amp; then I remembered I already tweeted about it 7 years ago.
4408	POS	Party Pro tip: if you're out past 6 hours always bring a little snack
1065	POS	Football scoreless end of first quarter vs Hempfield in District Semis
4879	NEG	still seeing tweets about 'replicants dont take a shit' even though they eat food in the new bladerunner
3533	POS	my coworkers called me fat boy bc i got excited about talking about eating cake when i got home
550	POS	@DavidtheAdmiral @spurs @aldridge_12 Nice come back win. Gut check for the @spurs
3718	POS	Done treated myself right tonight! Shoulder pump, cardio, protein pancakes, homemade coffee scrub + Thai bath bomb #loveyourself
4598	POS	Budapest you're always so sweet , thanks for the love
2339	NEG	Tambry was texting, Thompson was playing a video game, Lee was being sarcastic; it doesn't make any sense!
4812	POS	@ATVIAssist Wireless and Xbox one and I tried wired aswell and it still does the same thing
5456	NEG	@FoxNews @BrittMcHenry @NFL @nflcommish Go spend a night with trump or Moore ladies....Dare ya..Just the 4 of you. Let's see how that goes.
3397	NEG	I said so many sweet loving n did caring stuff for u i meant it now u just throw it away for no reason i need u i needed u bad one day look
2753	POS	@GordonRamsay This is actually good food here in Asia!
1620	POS	Booker keeping #lakers at bay with  a fadeaway jumper. #suns up 112-103
1028	POS	Food for thought<br/>"Sales are contingent upon the attitude of the salesman, not the attitude of the prospect"<br/>~ William Clement Stone
2491	NEG	It was mad long ago but so what 😭😭
6358	POS	@realDonaldTrump Safety &amp; food for humans seems to be the only reason to shoot big game.
6000	POS	“Sristina make a speech”<br/>“Jan is a snack today”
1333	POS	Come see us and take advantage of 50% the Moto Z2 or Samsung Galaxy S8 with a new line of service!
4481	NEG	@FoxNews @HillaryClinton @POTUS At least he doe not play with CIGARS! IN THE OVAL OFFICE!<br/>#BENGHAZI<br/>#URANIUM
4543	POS	Very iffy last 15 seconds in that game. Spurs had a little help but it's whatever lmao not my team.
839	POS	The nicer you are, the easier it is for you to get hurt.
4894	POS	Final from Marsch - LAKERS WIN! <br/><br/>LaLu: 90<br/>St. Louis Christian: 45<br/><br/>#WeAreLaLu
4363	NEG	help mom wont stop asking me what yaoi is
4661	POS	HAH HA HA HA HA HAH HAH HAH UH HUH HUH why do this, is a plant over it with me! beam me to delete my fingers getting fat?
5101	NEG	This, but of a series of cook-books;
1187	NEG	I bought an android, but I’m not THAT stupid
3262	NEG	@HibachiTashi But let someone make one joke about small asian eyes and somebody's gonna be mad.
4239	NEG	hate feeling like this.
510	POS	@yukime2017 I love this scene too.. lahat na lang ba? 😂😂
5960	POS	My friend just reminded me how bad I am at basketball lol.
123	POS	Bruh im on that Fornite grind boiz VIDEO COMING SOON
3495	POS	since the twitter hype has died, let me listen to this BCWYWF album ✌
2354	POS	Rt to be in a close gc<br/>-probably choosing about 20<br/>-no beef<br/>-be nice <br/>-be able to take a joke<br/>- be active <br/>-little promo
1193	POS	@pyrosplayhouse I was actually thinking about doing this since getting the Xbox One X. I now have two spare original Xbox Ones.
4053	POS	S/O to @_ColdSole for providing the goods! Let's cook.
6579	POS	The iPhone X is lit asf🙌🏾
6140	POS	@SOTCWfashion @molliejaynne_k @TicketmasterUK Get on amazon tickets. Loads there still
1600	POS	Watched #JusticeLeague a second time. Still the movie that I fell in love with the first time. @justiceleaguewb
14	POS	@vegasdead @GoldenKnights Best home ice advantage in the #NHL!
3538	POS	The Saints are the best team in the nfl rn 😪💪🏿🏈
1792	POS	Someone bring food and an Xbox controller over 😑
1382	POS	okay so maybe this veggie burger doesn’t taste like a real burger but its pretty dang good
2153	NEG	@olympicchannel He's a man.  He's an athlete.  He's not very inspirational.  Chloe isn't his original name.
6516	POS	@UltDoginator Which video was this from?
6405	POS	@Jamesstretford And sell the Armenian.
4553	POS	Didn’t realize there was a Xbox One and thought it was still called 360 😂
1052	POS	Like seeing a team like @LehiFootball win a championship. Great stories throughout. Great community support. Very well-deserved.
982	POS	#NowPlaying Phil Keaggy/Wes King/Scott Dente - 53 Days in June #ClassicChristianRadio.com Apps in your App store!
5395	POS	what's a good album to listen to? i got 3 hours to spare
1823	POS	@Applefolf Sims logic. Eat 10lbs of ice cream. Lose 30lbs.
3056	POS	@TheKillingJokha Exactly. I am very aware that I need to slow down with the food pictures. There will not be any selfies.
6795	POS	Ezra Miller, Ray Fisher, Jason Momoa, and Henry Cavill carried that whole movie tbh
7111	POS	Lakers down by 7 but I think a run is coming
7091	NEG	Fucking hell av been waiting too long for the Consett nonce video to be put  on Facebook man
437	POS	lays on the ground<br/>sims 4 is on xbox one<br/>want it
591	POS	Me: bone apple tea<br/>My French-speaking bf: nope. *turns and walks right out of the room*
2352	POS	I have a Pixel 2 XL now. Seems like a phone. Will take some getting used to after several iPhones.
2443	POS	I need a burger rn @DValentinot
6191	POS	@Arakade @DSykesTurner took a video, maybe he can upload that as proof ;)
6252	NEG	@SUZAN916 Rangers on big screen...Knicks on laptop...wife upstairs rolling her eyes probably 😬
6816	POS	@JeanOfmArc You could probably package that as a new breakfast product and make a killing in the yuppie market.
3308	POS	Breakfast is being very vocal this morning.
4915	POS	Glow like dat
5380	NEG	I hate when people order salads from dominos . Order a pizza .
2185	NEG	i don't know if this counts as pixel art or not, i'm really just sorta drawing on the screen lol
1202	NEG	Apple been on some whack shit this year. Catch me rocking a Motorola RAZR before you catch me with an android.
6091	NEG	This is ugly fucking basketball #LACvsCLE
4838	POS	@callmechizz @FOXSportsNet @Lakers Lol they going in on Lonzo I️ bet.
2569	POS	Not a lakers fan but kuzma is the truth
4086	NEG	all the virtual pets on Android/iOS suck. im going to make a better one
5762	POS	SABRINA SAID SHE IS PLANNJNG ON RELEASING THW ALBUM NEXT YEAR?!!! WHAT I CANT WAIT THAT MUCH LONGER
6744	POS	@hannah_nelle I like this review. Short and sweet.
4576	POS	what's the better movie?<br/><br/>SWAT                      100%<br/>The Godfather        0%<br/>A Beautiful Mind     0%<br/><br/>4,200,690 votes • 0 hours left
6780	POS	If you are dating someone who doesn't like Star Wars, you're looking for love in Alderaan places.
6538	POS	#AWrinkleInTime is a movie? I remember reading the book when I was a kid. I think I loved it. The movies kinda looks good too.
1635	NEG	So do you pop your collar when you tell people you’re in a Twitter gang?
25	POS	The only thing better than an iPhone 8 is a second iPhone 8.
2000	POS	@PascoSheriff Whoooooop hockey and live pd! Best night EVER
5901	NEG	I’m sad there is no cougar football tomorrow 😬
1983	POS	in all honestly. the ballroom scene in the labyrinth was a bisexual awakening
4820	POS	@FanDuel drop some big doubles (or any at all?) for early only NHL please :))
1686	NEG	@XboxQwik @Forbes Wait...Paul "I hate everything Xbox does" Tassi actually said this?????
5751	POS	@GeocacherNY We got yesterday's program today.  Football last night.  Will get finale tomorrow night. . . . what you saw tonight.
4773	NEG	My dad makes fun of me for raging on Xbox. But when he’s playing golf online on his iPad he does the same thing so fuck you dad
6262	POS	All these #Padmavati issues got me going like...hell yeah NEW YOUTUBE VIDEO IDEAS! #yaaaas
4616	POS	@MissMishaSays @ShaunKing Agreed. And it’s hurting the NFL money machine. Polarizing figure.
5509	NEG	@dreambiglivewel @IvankaTrump @realDonaldTrump Do you have a source on the skating rink thing? I have not heard this prior. Interested.
6346	POS	I remember being on food stamps living in a subside apartment just waiting for a opportunity like this 🙏🏾
1637	POS	#Adirindhi #Mersal is The 1st Non-Rajini/Shankar Movie From South To Cross 10 Cr Gross Mark in 4 South Indian States [TN, KER , KAR , AP/TG]
3817	POS	@NoTweet14 @PrimeKawhi @spurs @ESPNStatsInfo They reviews the Towns screen too in Live time but didn’t call it right either.
1293	POS	@KCVodkaFan You don't pop up just to say something negative,  Ward. You're good. 😆
6220	POS	@HayliNic FIRST THING I THOUGHT OF. 💕 I'm so happy you love HP as much as I do.
3109	NEG	Rock 95 just played $ by The Pack A.D., from the new album Dollhouse.
606	NEG	Just checking in and please don’t twll@me the Cavs didn’t come out 2 play yet again?? What is Ty Lue doing before th game???#LACvsCLE
3561	POS	@mernkyung I rather forgot to shave than forgot my lunch
1117	NEG	30 tonight from Kuzma! Kid continues to keep playing red hot basketball.  Brandon Ingram with 17 but Lakers fall to Phoenix 122-113.
3678	NEG	I can watch Google Pixel 2 ads all day
6988	POS	Lakers down by five... We have a game
4016	NEG	🎀Don't shoot a music video that would cost you more than your budget.🎀
6509	POS	@DieselWashXXX @MrBlakeMitchell I agree, a scene with you two would be FIYAH!  I think you two should film together.
1857	POS	"Even if I knew that tomorrow the world would go to pieces, I would still plant my apple tree." ~Martin Luther
115	POS	I’m getting taken out on a breakfast date and actually, I’m kinda excited. He’s just a friend though
3673	POS	i think that @ktrutuncensored’s and my love language is breakfast food
586	POS	@ProjectRunway Her finale dress was a show stopper! Just breath-taking!
5270	POS	Robert McRae scored 20 points, Ethan Anderson 16. Fairfax 69, Venice 32. Basketball opener.
5737	POS	Thank God for Shannon and Pat @ Baytown IPhone Repair, b/c I need my screen fixed literally once a week 😅😂🤷🏽‍♀️
1840	POS	But anyway yeah, Thor. Laughed to tears. I def want to watch it again 😙
395	POS	.@CVSDeagles receive the opening kickoff from @hempfield and we are underway in the District 3 Class 6A football semifinals. #LNPFootball
1459	POS	@LizMSutton SWEET! My invite said it was tomorrow night....sorry for my no-show.
5750	NEG	@Twan4president not a lot of spots in the NBA for 6'2 shooting guard, who is a below average athlete
5097	NEG	idc if i gotta sandblast and zamboni my cheeks i'm getting k-pop star skin in 2018
4904	NEG	@wlmRangers Sadly you could be serious. He starts off well but then a penalty? Smith looks great so far so I hope not. CLB goalie is sick.
811	NEG	I would pay an ungodly amount of money for a new ncaa football game. @NCAAFootball @Xbox @NitendoSwitch let's make something happen.
3919	POS	The new Thor movie is very good! Loki is still my favorite lol 😂
2671	POS	I love how Brutalmoose is slowly becoming a cooking channel
245	POS	@realDonaldTrump You've touched on the UCLA players, the NFL, Franken and vilified Gillespie.  Why no mention on Roy Moore?
4120	NEG	Ugh I miss skating so much
3877	POS	Time to watch some Kentucky basketball
2598	NEG	@1brandiesel @kaisersoze44 @XboxQwik @Forbes On the Xbox
4413	NEG	Ofcourse xbox just do a system update when im in the middle of a game in a 6.. Tf
6518	POS	Just tryna remain stress free, keep stacking, looking good, being healthy , enjoying life, having fun, &amp; have dope sex with a dope person.
6125	NEG	@eglozman Is your iPhone charging when connected via USB?
3677	NEG	Curling 🥌 on NBCSHD. #winter #olympics #playoffs
3192	NEG	Cranberry juice so good. Def up there with Orange &amp; Apple juice
4684	NEG	pixel art is just digital impressionism
1469	POS	Lakers always let someone go off smh
1030	NEG	@98_nickss Huh, why JKR?? wtf is wrong with google? 😂😂
6978	NEG	I miss football :(
521	POS	literally watched common stand in line with everybody else to his OWN MOVIE tonight
4999	POS	@billyocean___ Loooool she’s not trying to cook big fella
6279	NEG	I seriously can’t stop thinking about all the food I wanna eat for thanksgiving. But I know my roommate will prolly fuck my appetite 😩
7074	POS	HS Football tryouts wed 11/29 and Thurs 11/30 @330 pm in Fieldhouse. Must have a current physical to participate
4813	POS	@swEEtHate Watch hockey
2509	POS	@Sabrooooooo It’s whole album got a gospel feeling to it even without the Bible verse skits
6467	POS	I suspect some bros have "well actually..." as a recurring reminder in their Google calender
4858	POS	gonna start talking about jazz albums like we do rap albums
3548	NEG	I eat 6 pounds of Chicken every 5 days... bruh come on
6876	POS	Tv has not destroyed cinema .. uh yet!
3046	POS	@ListenHira Yar mza a geya ha dhoop ka, had Sun in breakfast 😂
1798	POS	We can promote your:<br/>Soundcloud<br/>Youtube<br/>Video<br/>Single<br/>Album<br/>Mixtape e.t.c<br/><br/>Dm for more info, get lit 2day
6350	POS	@Jemangoshake Thank you Jem! 😭
3721	POS	Get your weight up. I am 2.2 pounds, you're barely 125 grams. Wouldn't expect y'all to understand this money
3818	NEG	Google Pixel Buds vs AirPods: Two very different sets of Bluetooth earphones - From operating systems to smartphones, competition between...
246	NEG	@67darrenlynch67 Chasing away the chicken so she can get to work ofc 😂😂😂😂
2040	POS	I love watching Jacob play hockey😍😍
4400	POS	FOOTBALL<br/> Johnson Central(11-2) 54<br/>Ashland Blazer(10-3) 27<br/>Johnson Central advances to the final 4 of the class 4A State Playoffs!!
6955	POS	Football rivalry weeks commence. First up: #BeatLafayette
7054	NEG	Things I learned while waiting 30+ minutes for my Sheetz food. <br/><br/>1. This bagel wasn’t worth it<br/>2. Wow I’m very intoxicated
5615	NEG	End of 3: Suns 89 Lakers 82 missing FT's is bad Lakers. PRACTICE PRACTICE PRACTICE!!!
702	POS	@EAStarWars @PlayStation #EAStarWarsGameSweepstakes<br/><br/>I need this
1928	POS	@fletcherperiod @TweetBrettMac @Really_FUBAR What’s the best gab app for iPhone since Apple pulled it from the app store?
785	NEG	Like ya ever had that one thing you just had to tell somebody but you can’t even see yourself telling NOBODY 😭💔
2402	POS	Cavaliers coming for the championship 👀👀👀
3216	POS	Since I been pregnant, I can honestly say I been craving do real food.. Home made food, not fast food, which I’m proud bout that! #Healthy
3523	POS	@LFinityyy i remember gradicals on xbox bo3 he lag switched me on hardpoint lol
509	POS	@ira was right. Riverdale is remarkable. On episode 3 and trying my best to not live tweet this experience.
5885	NEG	If you sweet nigga eat eat
2835	POS	@c_combe We're so excited for you! The Fossil Q Control works with the Android Wear App only.
3332	POS	*finishes The Office for third time*<br/><br/>“Well, now what?”<br/><br/>*starts The Office over again*
5983	NEG	@SeagleTheDon Nobody made it to the NBA, NFL, MLS thinking that🤔
3692	POS	Stu and I both have the iPhone X and it’s just amazinggggggg 😍
948	NEG	@TwitterMoments @EAMaddenNFL @NFL Hope not cause the fucking madden game us trash
3440	POS	Down 7% body fat in 2 months 🙂🙌🏼
2855	POS	@DTrellzBeats @YoungJazzyHo The mention of cereal !!!!!!
1260	POS	Leave tomorrow i might do a pop up🤦🏽‍♀️
860	POS	Let’s go #Cavs! My first @NBA game ever!! 😍🍿🍺🏀
56	NEG	@Lakers We're losing 🙃
2263	POS	empanadas , tacos and kolaches for breakfast aka spoiled af
3243	NEG	Fuck now I'm getting all nostalgic and shit over seeing a Yu-Gi-Oh 5Ds video and now I have a sudden urge to go look through my old decks
4568	POS	The start of the 2018 NFL Playoffs (Jan 6-7 2018 on ESPN/NBC/CBS/FOX 4 Wild-Card Games) is 7 wks and 49 days from today! #NFLPlayoffs2018
1793	POS	Service into box.  Goalie collects
3195	NEG	An average NFL quarterback has a BMI of 27.78, while the number falls to 25 in college, where quarterbacks weigh about 200 ...
3405	POS	ya girl got the iPhone X and an Apple Watch 🍏
3060	POS	Her nigga say I’m looking like a whole snack 😋
6957	NEG	MOTHER FUCKING DESPERATE BITCHES. MY GOOGLE ACCOUNT WAS HACKED. AND I CAN'T ACCESS MY DRIVE.
3633	NEG	The school isn't in my coverage area so I can't write it, but someone, PLEASE do a feature on Venice High Football's Official Rap Partner
1421	POS	Friendsgiving tonight and I’m excited 😁.pernil  has been seasoned for 3days &amp; went in the oven at 6am and is still slowly cooking 😋😋😋
5436	POS	Ice skating party! Let the reigning begin 😍👑
306	POS	Tuition is generally more than a year’s salary for grad students. Many grad students qualify for food stamps or other assistance.
1809	NEG	Well this is a hashtag I gotta sit back and enjoy cuz I’m fat 😭
444	POS	@babythor They pass that turnover chain around like hot potato every game
5453	POS	Can’t wait to be home next week to see my friends, wear my fat pants, and be jolly
2236	NEG	FUCK #BLACKGROUNDRECORDS 🗣<br/><br/>i need toni’s ‘ libra ‘ album on apple music 🙄 tired of listening to the shit on youtube
727	POS	@TStape03 I do like the new album though. ¯\_(ツ)_/¯
