1507	NEG	I️ can’t stand a lifetime or a hallmark movie #imallgoodthx
2443	NEG	Today was interesting. My sister will soon be free of a bullshit person; My old dog is sick but ok; Got to catch up on some skating watching
586	NEG	I hate when bitches think it’s beef cus we not friends anymore, bitch maybe I’m just tired of you 😂
126	NOT	@meisterbuerger Two weeks. Breakfast. Stout. Clear the calendar. @CountryBoyBrew @NatesCoffee
2429	NEG	You know what was a waste of time watching?? The OA. 💀💀💀
370	NOT	Men’s hoops: George Fox 37, Rutgers-Newark 32–half. Strong 1st half from the Bruins.  #d3hoops
2788	NOT	@pensions4paws Hi again can I order one of iPhone 8Plus please? I looked on the website but couldn’t find.
1776	NEG	@MaxwellOToole @NFL @cj_wentz Didnt I tell you to fuck off you left wing commie assmunch? Enjoy block.
2580	NEG	@MIMIPRINCY Very sad. I think every family should have access to see their family member anytime whether it be in person or on video.
19	NOT	New tax bill in a nutshell: <br/>Jet owners can write off jets. <br/>Teachers can’t write off school supplies.
3214	NEG	I hate feeling like this chick til a gave me food poising
3982	NOT	*wanders around an office I don’t work at because someone held the door open for me when I was walking by and I didn’t want to be rude*
3065	NOT	@FreedomRecon @130loadsmasher @Eirik_Thorsen Oh that’s definitely you in a few decades. She’s got moves.
3725	NOT	Guaranteed profits, literally watch the video &amp; sign up free TODAY #freebets #workfromhome #brum #leeds SEE MY PROFILE #BOOKIEBASHING #RT
1820	NOT	@Bunnies798Acorn @MegaTJP Aww so cute they are watching basketball with their daddy 😍
3306	NOT	Hey!!! @Jack_Septic_Eye Did the little secret part at the end of his video after the outro music like he used to in the Cuphead video!!!
2896	NEG	Oh good, the office is full of loud construction noise from the floor below us today. 😫
4517	NOT	Making a road to gold for one the snipers not a montage just gonna put clips of some nice shots i got
1622	NOT	Iphone 8/ 8Plus or X ... mostly use it for camera. Help Geeks.
488	NOT	@AdoredTV I have an old MSI Core Cell motherboard i'll ship to you if you like for that video.
213	NOT	Lakers can’t get a call man.
1264	NOT	NEED XBOX GRINDERS ‼️ DM IF U WANT A JOB
943	NOT	bts marketing team: launches an effort to rebrand bts to behind the scene<br/>namjoon: we're the bulletproof boys its whatev
351	NEG	@Iacoguy @BuffyBlog It's a guy who never could make college ball let alone NFL singing about the things he's considering taking in the ass.
1099	NOT	SYRE is the soundtrack of my soul
4418	NEG	Oh #Mexico!! Poor you!! How in hell do you allow that disgusting pill ball #NFL fakery come to play there!!! So sad for you. #BoycottNFL
466	NOT	@Trabant i dont own an xbox
496	NEG	@JoseAItuve Except like literally every monstercat album. I was so cringe
1610	NEG	did yg just tell ryujin to lose weight stfu with your sweaty pedophilic old ass
150	NOT	Championship matchups:<br/><br/>6A<br/><br/>#3 Chandler vs #4 Perry<br/><br/>5A<br/><br/>#2 Centennial vs #4 Notre Dame Prep<br/><br/>4A<br/><br/>#2 Saguaro vs #4 Salpointe Catholic
2407	NEG	@PhirePhlame__ Sour that shit nasty
3391	NEG	@SherlockSophia wait i’m stupid why are they only made for the pixel
2474	NOT	@leolaporte Is that taken w/ iPhone eX on portrait mode?
3886	NEG	hi i'm here to complain and say that the new iphone update keeps freezing my phone. it's honestly so annoying. ok, bye
2389	NOT	@DariaButGay what is a movie
2196	NEG	I brought mcdonald's chicken nuggets to a function and the bouncer looked through my purse and started laughing at me lmaoo i hate myself
361	NEG	@SavaSeniorCare trying to cover up the video. Shame shame on you. More like SAVAGE SENIOR CARE #savaseniorcare #savage
4287	NEG	Every time I see anything football related , I get anxious because people ruined it.
4135	NOT	The iPhone X...
2528	NOT	@SLAMonline Because Michael Jordan didn’t have to Join 73-9 team to win a championship
4235	NOT	@josybreda Sweet dreams Joselene ! Have a wonderful weekend. 😘😊
2273	NEG	@jordansbeck 😶 that's rough. I've been tempted by the wireless options, but Bluetooth on my Pixel has been painful.
3512	NOT	Y'all remember when Drake had dinner with the Kardashians 💀💀💀 like a quaint private dinner with Kris Bruce and the rest of em
859	NOT	Cavs struggling
1947	NEG	I just need to sell this damn iPhone 7. I have no use for it, it’s just collecting dust ever since I switched to Verizon and got a new phone
3930	NEG	My phone isn't compatible with the Pinterest app for Android. WTF?? My phone is the newest version. 😠
1918	NEG	Every time I watch a Fast and Furious movie, I still can’t believe Paul Walker is dead
1232	NEG	im getting a face tattoo fuck it im going full rapper
1170	NEG	Busted the Nintendo Wii out for the first time after moving - playing Super Mario Galaxy btw and my save life is gone 😦
2460	NOT	@OnThisDayGaming As the wii u as well
292	NEG	I already miss High School Football
4029	NOT	The moons sing. The smell of silver crustaceans cooking.
2383	NOT	i think that @ktrutuncensored’s and my love language is breakfast food
4365	NOT	You know how all those pop stars each have an army of fans... what do us @TraceeEllisRoss obsessed fans call ourselves??!!
252	NEG	Cavs suck 😂
4157	NOT	Some MCDs breakfast would be clutch right now!
100	NEG	If I see the video of the bitch sucking her dogs tongue on my TL one more time I’m deleting my Twitter
2883	NEG	@ForgottenKeySE Aww no ability to change which stick moves and which looks? Going to have to request a refund from the Xbox store 😖🙁🙁🙁
632	NEG	@BortlesFacts @Uber @Jaboowins Two worst uniforms in NFL history in one shot.
4017	NOT	Tonite also proved that You can win the College Basketball Player of the Year award &amp; still be Doug McDermott
1119	NOT	This is why they made the movie the blind side. Left tackles are important! #dallascowboys
271	NOT	Good morning I love Seventeen with my whole big fat heart.
2940	NOT	miley cyrus naked sex video naked indian village womens images
1885	NOT	Dave Baker, president of Pro Football Hall of Fame, is here for Ring of Fame/Hall of Fame ceremony at Mile High. #9sports
1683	NEG	I feel like I’m the only one that hates thanksgiving food
1427	NOT	where's the new album ???<br/>#2017In4Words <br/>@twentyonepilots
2043	NEG	If you're the type of person who eats all the junk food in the world but doesn't have to workout and  still has a killer fkn bod.. I hate u
3263	NOT	Man so the Cavs have to be down 15 to start playing!!!
2773	NEG	I miss the Xbox 360 days, those were the good ole days fr 😞
3828	NOT	Awesome game from both teams tonight! Spurs beat Thunder 104-101 #GoSpursGo
236	NOT	.@SearchInfra2 I enjoy food with lots of flavor : 10444104-7437-49d1-a489-6d8186071860
1130	NEG	I think I have a legit phobia of eating leftover food 😂😂😂
106	NOT	FOOTBALL: Anthony Brown recovers onside kick for Belton, which has it at SGP 47.
2744	NEG	Matthew Tkachuk: suspended for playfulness and light hearted conduct. Shame on the NHL
4208	NEG	I’m REALLY tweaking out and my boyfriend is dead ignoring me to play Xbox how trifling
1360	NOT	@thejaysparrow Yum. Add dark chocolate and I’m all in. 😉
1695	NOT	@ddlovato @djkhaled @smaaltez um idk if you know who kehlani is but i️ became OBSESSEDDDDD with her album last year we have to go
4272	NEG	This is the worst Deacon basketball season start in my lifetime ... and I am old.
4187	NOT	@Ink625 go out and buy food anyway. better yet steal food steal all of the food
3166	NOT	never do that again tumakbo nang walang meal (breakfast and lunch) haahuhu
1608	NEG	@Lakers Lakers need to stop trying to force three's when not necessary its killing them.. #LakeShow
2907	NEG	I miss my boo thaaannggg!!! 😔 if I wasn't sick we would both be working out and throwing a football!
1932	NEG	Cavs gotta stop playing games like this, straight causing me stress every final minute...smh
37	NEG	NAH WHY IS MY IPHONE MESSING up STOPPPPP
439	NEG	Apple maps so damn unreliable. You can put in yo house and fuck round and end up in the desert
3486	NEG	if i have to see mallow cooking one more fucking time i swear to god
1609	NOT	#LonzoBall experiment over yet?<br/>@Lakers #NBA
3481	NEG	@_helpermonkey I’ve come to appreciate the devotion of Star Wars fans because the prequels should have *destroyed* the franchise completely.
518	NEG	dear rangers - don’t piss me off 🙂
959	NOT	@Tiki4077 Video cameras were in place.  That is how they saw it.
4100	NOT	Illness is optional. <br/>We cause it (yes true)<br/>When we stop pushing the self-poison button,<br/>we start healing with<br/>DETOX<br/>HABIT CHANGE<br/>&amp; DIET
2205	NEG	How many times have the Lakers played the the Suns? Damn.
2535	NEG	Catching up on skating from today and it’s just another sad reminder that Japanese women only have two Olympic spots #tropheedefrance2017
4480	NOT	Rollin with the spiderman edition iphone rn
2078	NEG	@packfan122787 @NFL That moment when you realize you trolled someone for your vs you’re and you fucked it up too #Idiot 🤦‍♂️
2347	NOT	Bobcats Men’s Basketball are up 83-47 in the final half
190	NEG	honestly fuck you
2037	NOT	Let’s go @OsceolaHigh football 🏈 playoffs!!💙💛
4179	NOT	My mother really got me cooking the goat she promised she’d cook for me
2734	NEG	now i CAN'T find the fcking clip on the xbox game capture imma go fuck myself
2212	NOT	When you just wanna yell 5 SECOND CHUG at the dinner table w your family hahaha
1738	NOT	Need 2 for 4v4 GB Xbox w/@bRaVuRy1  35 mins
2939	NEG	Stuck between <br/>"I'm tired of being single"<br/>And<br/>"Fuck everyone, I treat myself right"
3397	NEG	I hate that like the only way to eat chicken nuggets is to dip them. Pouring sauce all on ya nuggets is sick.
830	NOT	Fresh/soph basketball practice is from 8-10 tomorrow at old middle school gym instead of 10-noon at new middle school gym
3504	NEG	Nothing I hate more than someone who refuses to take responsibility for their actions.
2260	NEG	@PaulGarciaNBA Pau doesn't get the love from Spurs fans that he deserves.
1270	NOT	Say what you will about McDonald’s, but the free WiFi on a Friday football game night is a sportswriter’s oasis.#txhsfb
4427	NOT	#NHL &amp; #NBA have been posted !!!! GL tonight every #dfs player out there !!
537	NOT	May have just driven to Malibu for a protein shake....
814	NEG	I️ served this table 5min ago and they are still taking a pic of their food. Bish eat before that shit gets cold
3047	NEG	Losing to the Suns in embarrassing, and the Lakers are losing to the Suns.. lol
3721	NOT	don’t see why people be surprised i️ play video games
2464	NEG	I literally never eat fast food.... I've had McDonald's like 3 times in a month.... never again.
3083	NOT	theyre actually really great &amp; funny characters but thats just my personal onion
2240	NEG	@joshuacjg you guys didn’t sing happy birthday last time :(
429	NEG	@bninjakk I don't think sweet should go with the savory. Same thing with pineapple pizza. It's just not right.
3548	NEG	But damn, TENNIS STATE CHAMPIONSHIP? Okaaaaay hunny, I see uuuuu.
1091	NEG	i got no videos of sleep paralysis live I hate myself
561	NOT	Join us today for Spanish Colonial cooking demonstrations and Musket firings.  Presentations take place between 10am-4pm.
3975	NOT	@Jessspham @jamesbigzy @TheJellyBellyy @EA @TheSims For sure, plenty to go round with 5 copies!
3038	NOT	I Need One Of Those Nike Lakers Jackets!
2684	NOT	@HobblinGobblinz @Microsoft @Xbox Microsoft hire me for no pay and I’ll gladly hand deliver it to her. Customer service &gt;
2617	NOT	@DaliDimovski I had a pre Android Motorola too. I think it was my second phone after the Nokia Brick
3650	NOT	@Janet_Reid  I need help getting my book to market.
3073	NEG	@motherhyolyn right, I'm not shocked. She was the biggest bitch and sore loser during the Olympics last year
1188	NOT	@lisaandlena Goid night sweet dreams !!
1327	NEG	Just wasted my time cooking . Smh
2169	NOT	@danpfeiffer Diet show reference?
2231	NEG	Also the Wii U is probably one of the dumbest names you could give to a console
1551	NEG	I’ve gotten so fat 🙃
52	NEG	@Xbox After six months of paying for live without me knowing. I am still not being refunded. @xbox basically ran a scam on me @XboxSupport 🖕
2179	NEG	#ColinKaepernick is a cancer that has metastasized in the #NFL.
698	NOT	@DariaButGay Every movie that's not Spinal Tap, Babe, or RoboCop.
1148	NEG	I'm fuckin this burger up, and something said, "Look". This shit not well done smfh
2658	NOT	@Shaniceeee_x3 Have you even held an iPhone X?
4075	NEG	Gabby Douglas has lost her whole mind. I haven’t liked her since the last olympics. She was very shady. Someone just needs to talk to her.
2651	NOT	At birth, water accounts for approximately 80 percent of an infant’s body weight.
2353	NOT	Chronixx album Chronology is a subject.<br/>Chronixx is teaching us through music in that album
3308	NOT	Please check the expiry dates for items you will be donating to our SJ food bank drive this Christmas. <br/>A lot had to be thrown out last yr.
3550	NOT	722 Suns/Lakers UN 233 live
1429	NOT	felt like jack black in school of rock tonight when i staged dived and nobody caught my fat ass. wish i had lil uzi body
2613	NEG	@BrettPats I dont this he's a bot he just knows so little about football I cant take him serious. Dude's from Europe
103	NEG	Per my last - I have a whole night alone in a hotel and there is no @penguins hockey on...this is just a tragedy
610	NEG	I just cried watching a video about recycling, in case anyone was wondering
1367	NEG	@cesar31119 Fuck the lakers
845	NOT	@1REALMADFAN @Xbox Na, own both and there is a difference
3183	NOT	@CelesteStoreSD Ones for Android phones plz
4547	NOT	Breakfast in bed to start my day 🙏🏾
752	NEG	@uaalr Im crying this cant be real
2616	NEG	Steak N Shake is the GOAT for drunk food
499	NOT	For blind gamers you can ask Siri on the iPhone to roll up to 2d6 or just say "Siri give me a... by #legbracestv
1210	NOT	Unionville advances to District 1 Championship (1st time since 2005). <br/><br/>Also the PA State Quarterfinals (1st time in school history)
3537	NOT	@NBCPolitics @MSNBC The abuse of Chicken fighting and dog fighting in no different than pleasure killing elephants and big game animals.
674	NOT	Xbox one slim 150
1063	NOT	The Lakers are stacked this year
894	NEG	Woke up feeling sick af. Apple cider vinegar &amp; water it is🤢
1534	NEG	I just don't understand. I've eaten nothing but Lean Pockets for the past 2 months but I'm still gaining weight
2625	NOT	@Ascen5ion What has happend in Xbox?
3446	NEG	my family watched Thor w/o me, I’m offended
372	NEG	@Mouseylicious "You should totally bounce that fat ass on my lap~."
1698	NOT	#PL #Bournemouth XI vs #Huddersfield Begovic; Francis, Cook, Ake, Daniels; Ibe, Arter, Surman, Pugh; King; Wilson
4028	NOT	Let’s go cavs
3413	NEG	@chuckwoolery @Lrihendry Pretty soon, the hole the NFL is digging for itself will be too deep to get out of! FOOLS!
3098	NOT	2nd Period Underway Rangers on Power Play, No Score #NYRvsCBJ
121	NEG	@Stutterbus itlooks like they're all watching a shitty movie
1259	NEG	Lakers never fucking win but they still Da BE$T! #kobe
2500	NOT	Time to watch some Kentucky basketball
2343	NOT	@vampquxxn i totally forgot he was supposed to be in the movie. the girl who plays iris west was supposed to be in it too.
340	NEG	J. Cole is boring as fuck dude puts me to sleep<br/>Chance's last album wasn't a rap album it was a gospel, trash<br/>Khalid's album was a let down
726	NOT	Lakers to-do list:<br/>Start making free throws <br/>Less turnovers
2576	NEG	I tried to pop this bait painful spot on my face which didn’t work but left me in ever more pain lul
2246	NOT	@yikesks @CLOISH I added leftover sweet corn to one serving for a little change
3660	NOT	@jeisenbergs whoa
2415	NEG	@dstoops454 @TaylorNebergall @DylanChio61 @brittanysparaci Obviously I️ meant “I️” but this new Apple shit dumb af
4182	NOT	Basketball - HSG<br/>Bens Ford Chr. School - 41<br/>Laurel Christian School - 19
189	NEG	Netflix has the worst movie selection ever no wonder everyone just starts having sex instead
3206	NEG	After all the shit I’ve been talking about the IPhone X, I just ordered it... I’m ashamed of myself..
3480	NOT	@darius_roberti lol outside of Daredevil when have they done that since?
2494	NEG	idk who ********** is but i went to watch a video and felt a headache immediately
2674	NOT	@wierdvine Omg I love #2 I’m gonna go find and watch that video again
4275	NOT	@beckslfc @AshleyHamrider Some blackheads form because of diet.
1526	NOT	Didn’t do nothing today
1050	NOT	#Adirindhi #Mersal is The 1st Non-Rajini/Shankar Movie From South To Cross 10 Cr Gross Mark in 4 South Indian States [TN, KER , KAR , AP/TG]
2128	NEG	Idk what’s messing up worse this COD WWII, U-verse or this damn Xbox one
4453	NEG	MOTHER FUCKING DESPERATE BITCHES. MY GOOGLE ACCOUNT WAS HACKED. AND I CAN'T ACCESS MY DRIVE.
4092	NEG	AND I HAVE A DEAD PIXEL ON MY MONITER WOOOO
1205	NOT	@deathpigeon @OrangeMangudai haha. im on their streams all the time, &amp; im briefly in the next shaun video.
1703	NEG	#Raiders are allowing opponents to complete 71.2 percent of their passes for a 110.5 passer rating (3rd worst in the NFL)
2101	NOT	@HurricaneWib @artiequitter Amazon and iTunes. Thanks
2469	NEG	i’m gonna miss football season :(
3968	NEG	U freaking bum Bortles u suck u need to be on a pop warner team @Jaguars
4450	NEG	Wow the quality of this video is rubbish #iphone
4116	NEG	The battery life on the iPhone is a fucking joke
1362	NOT	@sasyecat @IvankaTrumpHQ Decorating it with food,and surrounding the table with many happy faces is what Thanksgiving means
3777	NEG	All that chicken y’all eat from fast food restaurants is rat meat
3583	NOT	Exotic animal hunting is not fruitful (food, survival, etc) and should be labeled as murder
175	NEG	Again did not watch the ENTIRE video. She started kissing the dog I got disgusted and shut the clip off.
3885	NOT	Really great movie, and it definitely isn't a comedy. #GetOut
2546	NOT	@MillerJohnP @seanbuble10 y’all wanna do a 3 person fanduel nfl game this Sunday main slate?
2582	NOT	always trust ur gut
581	NOT	@tatuajc ❝ you're always so sweet. ❞<br/><br/>smiles softly, eyelids closing at the attention to his hair.
3157	NOT	@abeer_d16 @elissakh So sweet diva 😍😍😍👌👌👌❤❤❤
1790	NEG	Went out last night and I still tired wii...old age catching up
560	NEG	Lonzo forget how to dunk? My goodness. #Lakers
659	NEG	@MexTheSwindler Ah gotcha, just your bad taste in cinema 😆
1782	NEG	@kiyera13 Can't trust a galaxy, can't trust an iPhone... its bad out here
4127	NEG	@keepingfeet @NPRCodeSwitch Marshmallows on sweet potatoes is an abomination.
4219	NOT	@scottdsm6 Like nfl red zone channel !
1803	NEG	Cause I saw they took out the aquabat scene and then added a bunch of unnecessary wonderbat scene and I’m tired at
1247	NOT	And as soon as I tweeted that, @11_batson walks in for a TD from 13 yards out to cap a 57-yard drive. Cavaliers lead 21-3, 9:06 2Q.
73	NEG	That looked fucking awful in person @Lakers trash
3180	NOT	Meet the Patriots is tonight at 6:30 at  Patriot Gym. Basketball players and cheerleaders introduced. Everyone invited.
3556	NEG	Damn I haven't been to otay mall in a fat min this place is never poppin
3917	NOT	Idc if it's cheap the food is delicious
1160	NEG	And I just wanna know if I’m the only one still experiencing the Apple glitch bc it feels like it
447	NOT	Need me a bruins jersey
611	NEG	@TwitterMoments @EAMaddenNFL @NFL Hope not cause the fucking madden game us trash
338	NOT	We are off and skating here in Hamden.
1029	NEG	LeBron gotta ball like the 2015 finals just for the Cavs to be competitive smh sad!
51	NEG	@Lakers We're losing 🙃
539	NOT	@EugeneLeeYang Apple pie is 👍🏻
2279	NEG	@TomDaly2 @ChrisLingebach @BrendanDarr Yep.  I feel bad for the heavy folk.  They didn’t stand a chance
1926	NOT	Wish we had more intel on the 4kings. They're just kinda there when the other 3 major bosses have more lore
2135	NEG	I need 2 get some sleep. I'm losing my fucking mind. I'm not in a productive or healthy head space.
2899	NOT	Make that 14 rebounds for UCLA.<br/>Bruins up 81-61
4145	NEG	I’m sorry but the iPhoneX ain’t cutting it for me. I’m going back to the 8PLUS. 😒
2889	NOT	I appreciate the fact that <br/>I have Apple Music 😌
2421	NOT	@NPRCodeSwitch Sweet potato only in the stoop. Pumpkin is just trying to pass.
1280	NOT	Leo's is now on Instagram too! Stop by our page, follow us, and tag us in your Leo's food pics too! #LeosConeyIsland
4457	NOT	Playing basketball used to kill allat
2996	NOT	@MikeFromWoburn @DJ_Bean Yea, by being a world class hockey player.
3887	NEG	Fck off @cavs 🖕🖕🖕
831	NEG	I'm drinking some kind of winter edition tea which tastes like apple and cinnamon instead of my daily green tea and i regret it so much
2632	NEG	Ugh I miss skating so much
3640	NEG	i still want to be an actress and be on riverdale but im ugly
1003	NOT	@KhocolateKhaos That's her best album tbh.
72	NOT	I love basketball. #BuckleUp
3677	NOT	@sitwatarshad It's like a bread that has chicken, cheese, ,mushrooms and onions inside it and it's like idk a foot long or something
2207	NEG	I’m gonna look so weird when I shave wtf
4491	NEG	I️ stuffed all my snacks in my windbreaker pocket.. this movie theater got me fucked up they lucky I️ couldn’t fit my Popeyes in this bih
888	NOT	@WyzeCam Let me know if your team needs any help on the Android side!
2873	NOT	Crying while eating pizza is the new Saturday-morning cartoons and cereal.
3641	NOT	Quote of the day: "you should've never called me a Fat Ass Kelly Price!!!!"
3632	NOT	okay but WHERE IS THE VIDEO OF ANGELS
4473	NOT	Who do you all think will hoist the championship trophy once the checkered flag waves on the 2017 @NASCAR_Trucks season?? #NASCARPlayoffs
4019	NOT	If @JohnCena wants a big pop from the Houston crowd tonight, all he has to do is show up in a @JoseAltuve27 jersey.<br/><br/>#SurvivorSeries<br/>@RoFlo
4284	NOT	@Gators40nO Actually, Steve Spurrier left UF for the NFL...
799	NEG	@Spidology @gu6zi @xTwiin_ Then get an Xbox One stupid bitch
254	NEG	Packed lunch still bought lunch 😢
433	NEG	iphone 8 camera makes me look crusty as hell smh
1805	NOT	eats 2 Krispy Kreme donuts and a protein shake after CrossFit...it's called a balanced diet
